CGI:IRC	CgiIRC		fc7830b2-2112-4f92-9874-fc36d370ecd4	ALLiN	高	http	/	string	<small id=ietest><a href=http://cgiirc.org	body	application	Perl	https://cgiirc.blitzed.org	袁翔宇	有效	已测试		#REF!	高,已测试,,,,,,	高	已测试																		
CGI:IRC	CgiIRC		58f054e3-f106-4e21-b31c-7184b14129f5	ALLiN	高	http	/	string	<!-- This is part of CGI:IRC	body	application	Perl	https://cgiirc.blitzed.org	袁翔宇	有效	已测试		#REF!	高,已测试,,,,,,	高	已测试																		
